 ,Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
7369,(ID27976 : ID28133),4166,27976,28133,0.004,175.500,18.504,37.217,0,0.059,0.059,None
7370,(ID28133 : ID28271),4166,28133,28271,0.005,176.500,18.476,37.247,0,0.069,0.069,None
7371,(ID28271 : ID28416),4166,28271,28416,0.004,177.500,18.435,37.278,0,0.059,0.059,None
7372,(ID28416 : ID28710),4166,28416,28710,0.001,178.500,18.445,37.302,0,0.034,0.034,None
7373,(ID28710 : ID28558),4166,28710,28558,0.014,179.500,18.467,37.239,0,0.118,0.118,None
7374,(ID28558 : ID28855),4166,28558,28855,0.005,180.500,18.444,37.201,0,0.073,0.073,None
7375,(ID28855 : ID29013),4166,28855,29013,9.423E-4,181.500,18.410,37.237,0,0.031,0.031,None
7376,(ID29013 : ID29166),4166,29013,29166,0.003,182.500,18.422,37.272,0,0.052,0.052,None
7377,(ID29166 : ID29291),4166,29166,29291,0.017,183.500,18.483,37.244,0,0.131,0.131,None
7378,(ID29291 : ID29439),4166,29291,29439,0.031,184.500,18.440,37.179,0,0.177,0.177,None
7379,(ID29439 : ID29591),4166,29439,29591,0.031,185.500,18.424,37.215,0,0.176,0.176,None
7380,(ID29591 : ID29737),4166,29591,29737,0.002,186.500,18.479,37.253,0,0.042,0.042,None
7381,(ID29737 : ID29881),4166,29737,29881,0.020,187.500,18.522,37.199,0,0.141,0.141,None
7382,(ID29881 : ID30023),4166,29881,30023,0.027,188.500,18.527,37.222,0,0.163,0.163,None
7383,(ID30023 : ID30187),4166,30023,30187,0.007,189.500,18.477,37.243,0,0.081,0.081,None
7384,(ID30187 : ID30335),4166,30187,30335,0.004,190.500,18.485,37.233,0,0.063,0.063,None
7385,(ID30335 : ID30496),4166,30335,30496,0.003,191.500,18.515,37.248,0,0.058,0.058,None
7386,(ID30496 : ID30785),4166,30496,30785,0.001,192.500,18.521,37.238,0,0.039,0.039,None
7387,(ID30785 : ID30637),4166,30785,30637,0.002,193.500,18.512,37.263,0,0.041,0.041,None
7388,(ID30637 : ID31049),4166,30637,31049,0.006,194.500,18.486,37.266,0,0.075,0.075,None
7389,(ID31049 : ID30920),4166,31049,30920,0.001,195.500,18.465,37.261,0,0.032,0.032,None
7390,(ID30920 : ID31191),4166,30920,31191,0.008,196.500,18.523,37.260,0,0.091,0.091,None
7391,(ID31191 : ID31331),4166,31191,31331,3.425E-4,197.500,18.559,37.255,0,0.019,0.019,None
7392,(ID31331 : ID31468),4166,31331,31468,1.450E-4,198.500,18.553,37.253,0,0.012,0.012,None
7393,(ID31468 : ID31613),4166,31468,31613,0.006,199.500,18.517,37.248,0,0.077,0.077,None
7394,(ID31613 : ID31759),4166,31613,31759,0.004,200.500,18.506,37.229,0,0.067,0.067,None
7395,(ID31759 : ID31894),4166,31759,31894,0.006,201.500,18.540,37.170,0,0.080,0.080,None
7396,(ID31894 : ID32037),4166,31894,32037,0.011,202.500,18.513,37.171,0,0.105,0.105,None
7397,(ID32037 : ID32186),4166,32037,32186,0.004,203.500,18.512,37.209,0,0.067,0.067,None
7398,(ID32186 : ID32327),4166,32186,32327,0.002,204.500,18.521,37.209,0,0.048,0.048,None
7399,(ID32327 : ID32470),4166,32327,32470,0.003,205.500,18.522,37.224,0,0.055,0.055,None
7400,(ID32470 : ID32605),4166,32470,32605,0.002,206.500,18.526,37.238,0,0.043,0.043,None
7401,(ID32605 : ID32737),4166,32605,32737,8.879E-4,207.500,18.504,37.226,0,0.030,0.030,None
7402,(ID32737 : ID33028),4166,32737,33028,0.004,208.500,18.527,37.233,0,0.065,0.065,None
7403,(ID33028 : ID32882),4166,33028,32882,0.001,209.500,18.540,37.240,0,0.037,0.037,None
7404,(ID32882 : ID33173),4166,32882,33173,0.003,210.500,18.539,37.250,0,0.053,0.053,None
7405,(ID33173 : ID33317),4166,33173,33317,0.008,211.500,18.504,37.276,0,0.087,0.087,None
7406,(ID33317 : ID33459),4166,33317,33459,0.018,212.500,18.521,37.248,0,0.135,0.135,None
7407,(ID33459 : ID33603),4166,33459,33603,0.037,213.500,18.486,37.212,0,0.193,0.193,None
7408,(ID33603 : ID33728),4166,33603,33728,0.010,214.500,18.441,37.202,0,0.102,0.102,None
7409,(ID33728 : ID33877),4166,33728,33877,0.004,215.500,18.483,37.228,0,0.060,0.060,None
7410,(ID33877 : ID34022),4166,33877,34022,0.011,216.500,18.518,37.229,0,0.103,0.103,None
7411,(ID34022 : ID34161),4166,34022,34161,0.004,217.500,18.535,37.219,0,0.064,0.064,None
7412,(ID34161 : ID34300),4166,34161,34300,8.206E-4,218.500,18.504,37.224,0,0.029,0.029,None
7413,(ID34300 : ID34426),4166,34300,34426,0.006,219.500,18.537,37.205,0,0.079,0.079,None
7414,(ID34426 : ID34565),4166,34426,34565,0.005,220.500,18.552,37.225,0,0.073,0.073,None
7415,(ID34565 : ID34701),4166,34565,34701,0.006,221.500,18.563,37.237,0,0.078,0.078,None
7416,(ID34701 : ID34839),4166,34701,34839,0.025,222.500,18.524,37.197,0,0.157,0.157,None
7417,(ID34839 : ID34972),4166,34839,34972,0.005,223.500,18.482,37.183,0,0.067,0.067,None
7418,(ID34972 : ID35113),4166,34972,35113,0.004,224.500,18.518,37.225,0,0.061,0.061,None
7419,(ID35113 : ID35248),4166,35113,35248,0.002,225.500,18.504,37.241,0,0.047,0.047,None
7420,(ID35248 : ID35532),4166,35248,35532,0.002,226.500,18.504,37.239,0,0.045,0.045,None
7421,(ID35532 : ID35389),4166,35532,35389,5.623E-4,227.500,18.520,37.263,0,0.024,0.024,None
7422,(ID35389 : ID35678),4166,35389,35678,0.005,228.500,18.506,37.242,0,0.070,0.070,None
7423,(ID35678 : ID35820),4166,35678,35820,0.018,229.500,18.561,37.196,0,0.135,0.135,None
7424,(ID35820 : ID35969),4166,35820,35969,0.009,230.500,18.582,37.198,0,0.094,0.094,None
7425,(ID35969 : ID36122),4166,35969,36122,0.002,231.500,18.525,37.226,0,0.039,0.039,None
7426,(ID36122 : ID36278),4166,36122,36278,0.116,232.500,18.434,37.090,0,0.341,0.341,None
7427,(ID36278 : ID36427),4166,36278,36427,0.119,233.500,18.397,37.106,0,0.345,0.345,None
7428,(ID36427 : ID36571),4166,36427,36571,0.008,234.500,18.464,37.239,0,0.087,0.087,None
7429,(ID36571 : ID36715),4166,36571,36715,0.002,235.500,18.472,37.217,0,0.046,0.046,None
7430,(ID36715 : ID36874),4166,36715,36874,0.005,236.500,18.489,37.238,0,0.074,0.074,None
7431,(ID36874 : ID37021),4166,36874,37021,0.027,237.500,18.443,37.248,0,0.165,0.165,None
7432,(ID37021 : ID37174),4166,37021,37174,0.005,238.500,18.395,37.249,0,0.068,0.068,None
7433,(ID37174 : ID37316),4166,37174,37316,0.008,239.500,18.470,37.231,0,0.089,0.089,None
7434,(ID37316 : ID37471),4166,37316,37471,4.855E-4,240.500,18.519,37.223,0,0.022,0.022,None
7435,(ID37471 : ID37612),4166,37471,37612,0.001,241.500,18.517,37.215,0,0.037,0.037,None
7436,(ID37612 : ID37753),4166,37612,37753,0.009,242.500,18.473,37.233,0,0.092,0.092,None
7437,(ID37753 : ID37896),4166,37753,37896,0.008,243.500,18.474,37.237,0,0.088,0.088,None
7438,(ID37896 : ID38153),4166,37896,38153,0.003,244.500,18.527,37.190,0,0.055,0.055,None
7439,(ID38153 : ID38140),4166,38153,38140,4.580E-4,245.500,18.549,37.180,0,0.021,0.021,None
7440,(ID38140 : ID38330),4166,38140,38330,0.005,246.500,18.517,37.190,0,0.069,0.069,None
7441,(ID38330 : ID38472),4166,38330,38472,0.007,247.500,18.520,37.174,0,0.081,0.081,None
7442,(ID38472 : ID38740),4166,38472,38740,0.005,248.500,18.584,37.181,0,0.071,0.071,None
7443,(ID38740 : ID38614),4166,38740,38614,0.002,249.500,18.632,37.209,0,0.042,0.042,None
7444,(ID38614 : ID39004),4166,38614,39004,0.012,250.500,18.607,37.184,0,0.109,0.109,None
7445,(ID39004 : ID38865),4166,39004,38865,0.002,251.500,18.555,37.177,0,0.047,0.047,None
7446,(ID38865 : ID39411),4166,38865,39411,0.007,252.500,18.513,37.221,0,0.083,0.083,None
7447,(ID39411 : ID39137),4166,39411,39137,0.003,253.500,18.502,37.231,0,0.055,0.055,None
7448,(ID39137 : ID39270),4166,39137,39270,0.002,254.500,18.525,37.240,0,0.041,0.041,None
7449,(ID39270 : ID39549),4166,39270,39549,0.004,255.500,18.499,37.240,0,0.063,0.063,None
7450,(ID39549 : ID39694),4166,39549,39694,0.005,256.500,18.509,37.221,0,0.071,0.071,None
7451,(ID39694 : ID39844),4166,39694,39844,0.013,257.500,18.500,37.187,0,0.115,0.115,None
7452,(ID39844 : ID39999),4166,39844,39999,0.009,258.500,18.503,37.141,0,0.097,0.097,None
7453,(ID39999 : ID40144),4166,39999,40144,0.006,259.500,18.573,37.164,0,0.079,0.079,None
7454,(ID40144 : ID40274),4166,40144,40274,0.002,260.500,18.577,37.211,0,0.048,0.048,None
7455,(ID40274 : ID40563),4166,40274,40563,0.003,261.500,18.544,37.250,0,0.057,0.057,None
7456,(ID40563 : ID40417),4166,40563,40417,0.003,262.500,18.528,37.247,0,0.056,0.056,None
7457,(ID40417 : ID40700),4166,40417,40700,0.004,263.500,18.524,37.187,0,0.064,0.064,None
7458,(ID40700 : ID40844),4166,40700,40844,0.008,264.500,18.491,37.190,0,0.090,0.090,None
7459,(ID40844 : ID41273),4166,40844,41273,2.267E-4,265.500,18.469,37.220,0,0.015,0.015,None
7460,(ID41273 : ID40998),4166,41273,40998,0.006,266.500,18.447,37.242,0,0.076,0.076,None
7461,(ID40998 : ID41141),4166,40998,41141,0.011,267.500,18.467,37.243,0,0.107,0.107,None
7462,(ID41141 : ID41429),4166,41141,41429,0.001,268.500,18.516,37.236,0,0.033,0.033,None
7463,(ID41429 : ID41578),4166,41429,41578,0.004,269.500,18.539,37.229,0,0.065,0.065,None
7464,(ID41578 : ID41724),4166,41578,41724,0.018,270.500,18.510,37.249,0,0.135,0.135,None
7465,(ID41724 : ID41858),4166,41724,41858,0.196,271.500,18.363,37.094,0,0.442,0.442,None
7466,(ID41858 : ID41976),4166,41858,41976,0.179,272.500,18.389,37.068,0,0.423,0.423,None
7467,(ID41976 : ID42102),4166,41976,42102,0.004,273.500,18.525,37.215,0,0.062,0.062,None
7468,(ID42102 : ID42233),4166,42102,42233,0.008,274.500,18.564,37.224,0,0.087,0.087,None
7469,(ID42233 : ID42362),4166,42233,42362,0.014,275.500,18.552,37.215,0,0.117,0.117,None
7470,(ID42362 : ID42496),4166,42362,42496,0.010,276.500,18.492,37.212,0,0.099,0.099,None
7471,(ID42496 : ID42632),4166,42496,42632,0.039,277.500,18.457,37.157,0,0.197,0.197,None
7472,(ID42632 : ID42773),4166,42632,42773,8.867E-4,278.500,18.439,37.073,0,0.030,0.030,None
7473,(ID42773 : ID42890),4166,42773,42890,0.250,279.500,18.298,36.875,0,0.500,0.500,None
7474,(ID42890 : ID43027),4166,42890,43027,0.030,280.500,18.203,36.741,0,0.174,0.174,None
7475,(ID43027 : ID43158),4166,43027,43158,0.071,281.500,18.343,36.905,0,0.266,0.266,None
7476,(ID43158 : ID43295),4166,43158,43295,0.056,282.500,18.555,37.034,0,0.236,0.236,None
7477,(ID43295 : ID43431),4166,43295,43431,0.013,283.500,18.624,37.118,0,0.115,0.115,None
7478,(ID43431 : ID43558),4166,43431,43558,0.013,284.500,18.561,37.210,0,0.113,0.113,None
7479,(ID43558 : ID43671),4166,43558,43671,0.015,285.500,18.484,37.233,0,0.122,0.122,None
7480,(ID43671 : ID43801),4166,43671,43801,0.007,286.500,18.407,37.168,0,0.084,0.084,None
7481,(ID43801 : ID43930),4166,43801,43930,0.023,287.500,18.392,37.059,0,0.151,0.151,None
7482,(ID43930 : ID44197),4166,43930,44197,0.005,288.500,18.405,37.021,0,0.074,0.074,None
7483,(ID44197 : ID44064),4166,44197,44064,0.022,289.500,18.435,37.127,0,0.148,0.148,None
7484,(ID44064 : ID44332),4166,44064,44332,0.005,290.500,18.435,37.221,0,0.072,0.072,None
7485,(ID44332 : ID44456),4166,44332,44456,0.009,291.500,18.438,37.285,0,0.097,0.097,None
7486,(ID44456 : ID44726),4166,44456,44726,0.007,292.500,18.490,37.289,0,0.082,0.082,None
7487,(ID44726 : ID44591),4166,44726,44591,0.005,293.500,18.504,37.219,0,0.073,0.073,None
7488,(ID44591 : ID44854),4166,44591,44854,0.027,294.500,18.477,37.263,0,0.164,0.164,None
7489,(ID44854 : ID44988),4166,44854,44988,0.018,295.500,18.510,37.302,0,0.133,0.133,None
7490,(ID44988 : ID45113),4166,44988,45113,0.009,296.500,18.522,37.241,0,0.094,0.094,None
7491,(ID45113 : ID45378),4166,45113,45378,0.003,297.500,18.493,37.245,0,0.057,0.057,None
7492,(ID45378 : ID45251),4166,45378,45251,0.003,298.500,18.481,37.263,0,0.054,0.054,None
7493,(ID45251 : ID45508),4166,45251,45508,0.002,299.500,18.449,37.232,0,0.048,0.048,None
7494,(ID45508 : ID45926),4166,45508,45926,6.241E-4,300.500,18.438,37.220,0,0.025,0.025,None
7495,(ID45926 : ID45647),4166,45926,45647,0.003,301.500,18.452,37.248,0,0.052,0.052,None
7496,(ID45647 : ID45787),4166,45647,45787,0.001,302.500,18.457,37.256,0,0.034,0.034,None
7497,(ID45787 : ID46064),4166,45787,46064,5.029E-4,303.500,18.452,37.241,0,0.022,0.022,None
7498,(ID46064 : ID46336),4166,46064,46336,0.002,304.500,18.482,37.243,0,0.045,0.045,None
7499,(ID46336 : ID46193),4166,46336,46193,0.002,305.500,18.518,37.266,0,0.043,0.043,None
7500,(ID46193 : ID46469),4166,46193,46469,0.026,306.500,18.475,37.226,0,0.160,0.160,None
7501,(ID25517 : ID25945),4170,25517,25945,0.221,159.500,62.377,43.027,0,0.470,0.470,None
7502,(ID25945 : ID25800),4170,25945,25800,0.043,160.500,62.297,43.187,0,0.208,0.208,None
7503,(ID25800 : ID26082),4170,25800,26082,0.051,161.500,62.480,43.280,0,0.226,0.226,None
7504,(ID26082 : ID26236),4170,26082,26236,0.026,162.500,62.560,43.440,0,0.160,0.160,None
7505,(ID26236 : ID26542),4170,26236,26542,0.775,163.500,62.257,43.839,0,0.880,0.880,None
7506,(ID26542 : ID26390),4170,26542,26390,0.072,164.500,62.087,44.177,0,0.269,0.269,None
7507,(ID26390 : ID26678),4170,26390,26678,0.243,165.500,62.390,44.018,0,0.493,0.493,None
7508,(ID26678 : ID26820),4170,26678,26820,0.000,166.500,62.560,43.840,0,0.000,0.000,None
7509,(ID26820 : ID26967),4170,26820,26967,0.102,167.500,62.560,44.000,0,0.320,0.320,None
7510,(ID26967 : ID27136),4170,26967,27136,0.102,168.500,62.560,44.000,0,0.320,0.320,None
7511,(ID27136 : ID27274),4170,27136,27274,0.230,169.500,62.560,44.080,0,0.480,0.480,None
7512,(ID27274 : ID27425),4170,27274,27425,0.119,170.500,62.470,44.467,0,0.345,0.345,None
7513,(ID27425 : ID27565),4170,27425,27565,0.021,171.500,62.311,44.587,0,0.146,0.146,None
7514,(ID27565 : ID27719),4170,27565,27719,0.026,172.500,62.324,44.567,0,0.163,0.163,None
7515,(ID27719 : ID27845),4170,27719,27845,0.033,173.500,62.483,44.528,0,0.182,0.182,None
7516,(ID27845 : ID27995),4170,27845,27995,0.000,174.500,62.560,44.480,0,0.000,0.000,None
7517,(ID27995 : ID28146),4170,27995,28146,0.026,175.500,62.560,44.560,0,0.160,0.160,None
7518,(ID28146 : ID28283),4170,28146,28283,0.182,176.500,62.347,44.651,0,0.427,0.427,None
7519,(ID28283 : ID28432),4170,28283,28432,0.184,177.500,61.966,44.528,0,0.429,0.429,None
7520,(ID28432 : ID28722),4170,28432,28722,0.028,178.500,61.717,44.374,0,0.166,0.166,None
7521,(ID28722 : ID28577),4170,28722,28577,0.028,179.500,61.647,44.437,0,0.168,0.168,None
7522,(ID28577 : ID28875),4170,28577,28875,0.250,180.500,61.407,44.510,0,0.500,0.500,None
7523,(ID25536 : ID25962),4176,25536,25962,0.001,159.500,60.258,50.306,0,0.033,0.033,None
7524,(ID25962 : ID25821),4176,25962,25821,0.003,160.500,60.295,50.323,0,0.054,0.054,None
7525,(ID25821 : ID26104),4176,25821,26104,0.001,161.500,60.304,50.329,0,0.034,0.034,None
7526,(ID26104 : ID26262),4176,26104,26262,0.002,162.500,60.289,50.338,0,0.045,0.045,None
7527,(ID26262 : ID26563),4176,26262,26563,4.447E-4,163.500,60.292,50.369,0,0.021,0.021,None
7528,(ID26563 : ID26409),4176,26563,26409,4.442E-4,164.500,60.288,50.373,0,0.021,0.021,None
7529,(ID26409 : ID26697),4176,26409,26697,0.005,165.500,60.308,50.351,0,0.068,0.068,None
7530,(ID26697 : ID26840),4176,26697,26840,5.678E-4,166.500,60.326,50.337,0,0.024,0.024,None
7531,(ID26840 : ID26988),4176,26840,26988,9.250E-4,167.500,60.300,50.334,0,0.030,0.030,None
7532,(ID25413 : ID25844),4179,25413,25844,0.117,159.500,36.272,2.406,0,0.342,0.342,None
7533,(ID25844 : ID25707),4179,25844,25707,5.790E-4,160.500,36.106,2.480,0,0.024,0.024,None
7534,(ID25707 : ID25991),4179,25707,25991,8.717E-4,161.500,36.079,2.482,0,0.030,0.030,None
7535,(ID25991 : ID26135),4179,25991,26135,0.001,162.500,36.076,2.497,0,0.032,0.032,None
7536,(ID26135 : ID26432),4179,26135,26432,0.002,163.500,36.064,2.507,0,0.044,0.044,None
7537,(ID26432 : ID26282),4179,26432,26282,0.004,164.500,36.064,2.483,0,0.061,0.061,None
7538,(ID26282 : ID26583),4179,26282,26583,1.139E-4,165.500,36.089,2.465,0,0.011,0.011,None
7539,(ID26583 : ID26714),4179,26583,26714,0.016,166.500,36.126,2.522,0,0.125,0.125,None
7540,(ID26714 : ID26859),4179,26714,26859,0.006,167.500,36.120,2.577,0,0.077,0.077,None
7541,(ID26859 : ID27010),4179,26859,27010,0.001,168.500,36.097,2.582,0,0.034,0.034,None
7542,(ID25584 : ID25431),4188,25584,25431,0.114,158.500,52.899,14.271,0,0.337,0.337,None
7543,(ID25431 : ID25865),4188,25431,25865,0.680,159.500,53.412,14.017,0,0.825,0.825,None
7544,(ID25865 : ID25729),4188,25865,25729,0.014,160.500,53.851,13.905,0,0.117,0.117,None
7545,(ID25729 : ID26016),4188,25729,26016,0.046,161.500,54.000,13.888,0,0.215,0.215,None
7546,(ID26016 : ID26156),4188,26016,26156,0.051,162.500,54.096,13.956,0,0.226,0.226,None
7547,(ID26156 : ID26456),4188,26156,26456,0.051,163.500,54.024,14.157,0,0.225,0.225,None
7548,(ID26456 : ID26302),4188,26456,26302,0.050,164.500,54.063,14.263,0,0.223,0.223,None
7549,(ID26302 : ID26612),4188,26302,26612,0.077,165.500,54.249,14.398,0,0.277,0.277,None
7550,(ID26612 : ID26744),4188,26612,26744,0.003,166.500,54.354,14.516,0,0.055,0.055,None
7551,(ID26744 : ID26884),4188,26744,26884,0.030,167.500,54.305,14.476,0,0.174,0.174,None
7552,(ID26884 : ID27037),4188,26884,27037,0.097,168.500,54.206,14.279,0,0.312,0.312,None
7553,(ID27037 : ID27197),4188,27037,27197,0.120,169.500,54.302,14.251,0,0.346,0.346,None
7554,(ID27197 : ID27341),4188,27197,27341,0.010,170.500,54.414,14.426,0,0.099,0.099,None
7555,(ID27341 : ID27484),4188,27341,27484,0.032,171.500,54.414,14.386,0,0.178,0.178,None
7556,(ID27484 : ID27637),4188,27484,27637,0.098,172.500,54.333,14.427,0,0.312,0.312,None
7557,(ID27637 : ID27772),4188,27637,27772,0.007,173.500,54.221,14.520,0,0.086,0.086,None
7558,(ID27772 : ID27908),4188,27772,27908,0.055,174.500,54.312,14.500,0,0.235,0.235,None
7559,(ID27908 : ID28064),4188,27908,28064,0.010,175.500,54.425,14.565,0,0.100,0.100,None
7560,(ID28064 : ID28203),4188,28064,28203,0.045,176.500,54.328,14.564,0,0.212,0.212,None
7561,(ID28203 : ID28341),4188,28203,28341,0.002,177.500,54.238,14.534,0,0.042,0.042,None
7562,(ID28341 : ID28643),4188,28341,28643,0.017,178.500,54.296,14.517,0,0.131,0.131,None
7563,(ID28643 : ID28490),4188,28643,28490,0.126,179.500,54.174,14.451,0,0.355,0.355,None
7564,(ID28490 : ID28791),4188,28490,28791,0.190,180.500,54.205,14.494,0,0.436,0.436,None
7565,(ID28791 : ID28942),4188,28791,28942,0.007,181.500,54.374,14.548,0,0.082,0.082,None
7566,(ID28942 : ID29098),4188,28942,29098,0.014,182.500,54.304,14.580,0,0.120,0.120,None
7567,(ID29098 : ID29239),4188,29098,29239,0.162,183.500,54.073,14.593,0,0.403,0.403,None
7568,(ID29239 : ID29376),4188,29239,29376,0.211,184.500,54.096,14.496,0,0.459,0.459,None
7569,(ID29376 : ID29529),4188,29376,29529,0.031,185.500,54.242,14.390,0,0.177,0.177,None
7570,(ID29529 : ID29674),4188,29529,29674,0.113,186.500,54.305,14.439,0,0.336,0.336,None
7571,(ID29674 : ID29818),4188,29674,29818,0.027,187.500,54.386,14.476,0,0.164,0.164,None
7572,(ID29818 : ID29962),4188,29818,29962,0.187,188.500,54.115,14.453,0,0.432,0.432,None
7573,(ID29962 : ID30121),4188,29962,30121,0.114,189.500,53.865,14.323,0,0.338,0.338,None
7574,(ID30121 : ID30267),4188,30121,30267,0.505,190.500,53.550,14.379,0,0.710,0.710,None
7575,(ID30267 : ID30425),4188,30267,30425,0.043,191.500,53.328,14.513,0,0.207,0.207,None
7576,(ID30425 : ID30708),4188,30425,30708,0.306,192.500,53.652,14.493,0,0.553,0.553,None
7577,(ID30708 : ID30569),4188,30708,30569,0.078,193.500,53.891,14.423,0,0.279,0.279,None
7578,(ID25465 : ID25903),4195,25465,25903,0.014,159.500,41.734,24.964,0,0.117,0.117,None
7579,(ID25903 : ID25756),4195,25903,25756,0.184,160.500,41.753,25.119,0,0.429,0.429,None
7580,(ID25756 : ID26049),4195,25756,26049,0.004,161.500,41.806,25.349,0,0.062,0.062,None
7581,(ID26049 : ID26189),4195,26049,26189,0.003,162.500,41.860,25.372,0,0.058,0.058,None
7582,(ID26189 : ID26489),4195,26189,26489,0.006,163.500,41.854,25.397,0,0.077,0.077,None
7583,(ID26489 : ID26339),4195,26489,26339,0.002,164.500,41.833,25.400,0,0.040,0.040,None
7584,(ID26339 : ID26640),4195,26339,26640,0.002,165.500,41.859,25.366,0,0.046,0.046,None
7585,(ID26640 : ID26777),4195,26640,26777,0.002,166.500,41.856,25.338,0,0.042,0.042,None
7586,(ID26777 : ID26916),4195,26777,26916,0.007,167.500,41.819,25.366,0,0.085,0.085,None
7587,(ID26916 : ID27077),4195,26916,27077,8.332E-4,168.500,41.813,25.412,0,0.029,0.029,None
7588,(ID27077 : ID27230),4195,27077,27230,0.008,169.500,41.850,25.383,0,0.088,0.088,None
7589,(ID27230 : ID27378),4195,27230,27378,0.009,170.500,41.856,25.391,0,0.096,0.096,None
7590,(ID27378 : ID27519),4195,27378,27519,0.006,171.500,41.874,25.421,0,0.078,0.078,None
7591,(ID27519 : ID27668),4195,27519,27668,0.005,172.500,41.877,25.397,0,0.069,0.069,None
7592,(ID27668 : ID27803),4195,27668,27803,0.002,173.500,41.857,25.408,0,0.047,0.047,None
7593,(ID27803 : ID27950),4195,27803,27950,0.012,174.500,41.820,25.406,0,0.108,0.108,None
7594,(ID25861 : ID25725),4211,25861,25725,0.016,160.500,22.679,12.786,0,0.125,0.125,None
7595,(ID25725 : ID26013),4211,25725,26013,0.064,161.500,22.701,12.689,0,0.253,0.253,None
7596,(ID26013 : ID26151),4211,26013,26151,0.050,162.500,22.656,12.678,0,0.223,0.223,None
7597,(ID26151 : ID26449),4211,26151,26449,0.005,163.500,22.612,12.781,0,0.067,0.067,None
7598,(ID26449 : ID26299),4211,26449,26299,5.067E-4,164.500,22.590,12.778,0,0.023,0.023,None
7599,(ID26299 : ID26609),4211,26299,26609,0.002,165.500,22.615,12.768,0,0.040,0.040,None
7600,(ID26609 : ID26736),4211,26609,26736,0.017,166.500,22.694,12.747,0,0.131,0.131,None
7601,(ID26736 : ID26878),4211,26736,26878,0.028,167.500,22.679,12.720,0,0.167,0.167,None
7602,(ID25883 : ID25740),4215,25883,25740,0.004,160.500,28.466,20.142,0,0.060,0.060,None
7603,(ID25740 : ID26031),4215,25740,26031,0.005,161.500,28.416,20.137,0,0.070,0.070,None
7604,(ID26031 : ID26170),4215,26031,26170,0.012,162.500,28.441,20.154,0,0.111,0.111,None
7605,(ID26170 : ID26473),4215,26170,26473,0.003,163.500,28.468,20.155,0,0.057,0.057,None
7606,(ID26473 : ID26317),4215,26473,26317,7.794E-4,164.500,28.428,20.164,0,0.028,0.028,None
7607,(ID26317 : ID26625),4215,26317,26625,0.003,165.500,28.415,20.146,0,0.051,0.051,None
7608,(ID26625 : ID26759),4215,26625,26759,0.006,166.500,28.450,20.115,0,0.075,0.075,None
7609,(ID26759 : ID26900),4215,26759,26900,0.010,167.500,28.438,20.095,0,0.102,0.102,None
7610,(ID26900 : ID27055),4215,26900,27055,0.004,168.500,28.416,20.096,0,0.063,0.063,None
7611,(ID27055 : ID27214),4215,27055,27214,0.001,169.500,28.436,20.126,0,0.034,0.034,None
7612,(ID27214 : ID27360),4215,27214,27360,0.002,170.500,28.440,20.121,0,0.047,0.047,None
7613,(ID27360 : ID27498),4215,27360,27498,0.002,171.500,28.441,20.122,0,0.049,0.049,None
7614,(ID27498 : ID27651),4215,27498,27651,0.005,172.500,28.448,20.173,0,0.070,0.070,None
7615,(ID27651 : ID27787),4215,27651,27787,0.006,173.500,28.450,20.168,0,0.077,0.077,None
7616,(ID27787 : ID27924),4215,27787,27924,7.890E-4,174.500,28.448,20.138,0,0.028,0.028,None
7617,(ID27924 : ID28077),4215,27924,28077,0.005,175.500,28.442,20.111,0,0.072,0.072,None
7618,(ID28077 : ID28216),4215,28077,28216,0.002,176.500,28.430,20.101,0,0.042,0.042,None
7619,(ID28216 : ID28357),4215,28216,28357,8.889E-4,177.500,28.448,20.130,0,0.030,0.030,None
7620,(ID28357 : ID28657),4215,28357,28657,0.003,178.500,28.437,20.127,0,0.052,0.052,None
7621,(ID28657 : ID28504),4215,28657,28504,2.815E-4,179.500,28.409,20.123,0,0.017,0.017,None
7622,(ID28504 : ID28807),4215,28504,28807,0.015,180.500,28.462,20.109,0,0.121,0.121,None
7623,(ID28807 : ID28958),4215,28807,28958,0.017,181.500,28.469,20.129,0,0.129,0.129,None
7624,(ID28958 : ID29114),4215,28958,29114,0.007,182.500,28.460,20.179,0,0.083,0.083,None
7625,(ID29114 : ID29249),4215,29114,29249,0.002,183.500,28.499,20.168,0,0.041,0.041,None
7626,(ID29249 : ID29391),4215,29249,29391,0.013,184.500,28.447,20.120,0,0.114,0.114,None
7627,(ID29391 : ID29544),4215,29391,29544,4.656E-4,185.500,28.401,20.102,0,0.022,0.022,None
7628,(ID29544 : ID29689),4215,29544,29689,0.002,186.500,28.428,20.103,0,0.050,0.050,None
7629,(ID29689 : ID29831),4215,29689,29831,5.020E-4,187.500,28.460,20.101,0,0.022,0.022,None
7630,(ID29831 : ID29979),4215,29831,29979,0.015,188.500,28.406,20.105,0,0.124,0.124,None
7631,(ID29979 : ID30137),4215,29979,30137,0.003,189.500,28.343,20.131,0,0.058,0.058,None
7632,(ID30137 : ID30286),4215,30137,30286,0.013,190.500,28.319,20.212,0,0.116,0.116,None
7633,(ID25804 : ID26087),4248,25804,26087,0.254,161.500,57.111,44.231,0,0.504,0.504,None
